Date,close,high,low,open,volume,price
2020-01-01,7200.17431640625,7254.33056640625,7174.9443359375,7194.89208984375,18565664997,7200.17431640625
2020-01-02,6985.47021484375,7212.1552734375,6935.27001953125,7202.55126953125,20802083465,6985.47021484375
2020-01-03,7344.88427734375,7413.71533203125,6914.99609375,6984.4287109375,28111481032,7344.88427734375
2020-01-04,7410.65673828125,7427.3857421875,7309.51416015625,7345.37548828125,18444271275,7410.65673828125
2020-01-05,7411.3173828125,7544.4970703125,7400.53564453125,7410.45166015625,19725074095,7411.3173828125
2020-01-06,7769.21923828125,7781.8671875,7409.29296875,7410.4521484375,23276261598,7769.21923828125
2020-01-07,8163.6923828125,8178.2158203125,7768.2275390625,7768.68212890625,28767291327,8163.6923828125
2020-01-08,8079.86279296875,8396.73828125,7956.7744140625,8161.935546875,31672559265,8079.86279296875
2020-01-09,7879.0712890625,8082.2958984375,7842.40380859375,8082.2958984375,24045990466,7879.0712890625
2020-01-10,8166.55419921875,8166.55419921875,7726.77490234375,7878.3076171875,28714583844,8166.55419921875
2020-01-11,8037.53759765625,8218.359375,8029.64208984375,8162.19091796875,25521165085,8037.53759765625
2020-01-12,8192.494140625,8200.0634765625,8009.05908203125,8033.26171875,22903438381,8192.494140625
2020-01-13,8144.1943359375,8197.7880859375,8079.70068359375,8189.77197265625,22482910688,8144.1943359375
2020-01-14,8827.7646484375,8879.51171875,8140.93310546875,8140.93310546875,44841784107,8827.7646484375
2020-01-15,8807.0107421875,8890.1171875,8657.1875,8825.34375,40102834650,8807.0107421875
2020-01-16,8723.7861328125,8846.4609375,8612.095703125,8812.4814453125,31313981931,8723.7861328125
2020-01-17,8929.0380859375,8958.1220703125,8677.31640625,8725.2099609375,36372139320,8929.0380859375
2020-01-18,8942.80859375,9012.1982421875,8827.33203125,8927.2119140625,32337772627,8942.80859375
2020-01-19,8706.2451171875,9164.3623046875,8620.080078125,8941.4453125,34217320471,8706.2451171875
2020-01-20,8657.642578125,8745.5908203125,8560.4736328125,8704.6318359375,26422375678,8657.642578125
2020-01-21,8745.89453125,8755.7060546875,8544.5205078125,8658.9912109375,24097418512,8745.89453125
2020-01-22,8680.8759765625,8792.994140625,8636.7470703125,8744.2109375,22600204051,8680.8759765625
2020-01-23,8406.515625,8687.7470703125,8333.6376953125,8680.650390625,25770680779,8406.515625
2020-01-24,8445.4345703125,8514.6669921875,8266.8408203125,8405.5673828125,24397913026,8445.4345703125
2020-01-25,8367.84765625,8458.453125,8296.21875,8440.119140625,19647331549,8367.84765625
2020-01-26,8596.830078125,8602.4013671875,8325.498046875,8364.41015625,22177678796,8596.830078125
2020-01-27,8909.8193359375,8977.7265625,8597.30859375,8597.30859375,28647338393,8909.8193359375
2020-01-28,9358.58984375,9358.58984375,8908.447265625,8912.5244140625,34398744403,9358.58984375
2020-01-29,9316.6298828125,9406.431640625,9269.4677734375,9357.470703125,30682598115,9316.6298828125
2020-01-30,9508.9931640625,9553.1259765625,9230.8974609375,9316.0166015625,32378792851,9508.9931640625
2020-01-31,9350.529296875,9521.7060546875,9230.7763671875,9508.3134765625,29432489719,9350.529296875
2020-02-01,9392.875,9439.3232421875,9313.2392578125,9346.357421875,25922656496,9392.875
2020-02-02,9344.365234375,9468.7978515625,9217.82421875,9389.8203125,30835736946,9344.365234375
2020-02-03,9293.521484375,9540.3720703125,9248.6337890625,9344.68359375,30934096509,9293.521484375
2020-02-04,9180.962890625,9331.265625,9112.8115234375,9292.841796875,29893183716,9180.962890625
2020-02-05,9613.423828125,9701.2998046875,9163.7041015625,9183.416015625,35222060874,9613.423828125
2020-02-06,9729.8017578125,9824.619140625,9539.818359375,9617.8212890625,37628823716,9729.8017578125
2020-02-07,9795.943359375,9834.716796875,9726.0029296875,9726.0029296875,34522718159,9795.943359375
2020-02-08,9865.119140625,9876.7490234375,9678.91015625,9793.0703125,35172043762,9865.119140625
2020-02-09,10116.673828125,10129.435546875,9850.392578125,9863.89453125,35807884663,10116.673828125
2020-02-10,9856.611328125,10165.765625,9784.5634765625,10115.5595703125,39386548075,9856.611328125
2020-02-11,10208.236328125,10210.052734375,9729.3349609375,9855.8916015625,37648059389,10208.236328125
2020-02-12,10326.0546875,10393.611328125,10202.3876953125,10202.3876953125,43444303830,10326.0546875
2020-02-13,10214.3798828125,10457.626953125,10116.1611328125,10323.9609375,49356071373,10214.3798828125
2020-02-14,10312.1162109375,10321.99609375,10125.5341796875,10211.55078125,43338264162,10312.1162109375
2020-02-15,9889.4248046875,10341.5556640625,9874.427734375,10313.8564453125,43865054831,9889.4248046875
2020-02-16,9934.43359375,10053.96875,9722.38671875,9889.1796875,43374780305,9934.43359375
2020-02-17,9690.142578125,9938.8154296875,9507.6376953125,9936.560546875,45998298413,9690.142578125
2020-02-18,10141.99609375,10161.935546875,9632.3828125,9691.23046875,47271023953,10141.99609375
2020-02-19,9633.38671875,10191.67578125,9611.2236328125,10143.798828125,46992019710,9633.38671875
2020-02-20,9608.4755859375,9643.216796875,9507.900390625,9629.3251953125,44925260237,9608.4755859375
2020-02-21,9686.44140625,9723.0146484375,9589.7431640625,9611.7822265625,40930547513,9686.44140625
2020-02-22,9663.181640625,9698.2314453125,9600.728515625,9687.70703125,35838025154,9663.181640625
2020-02-23,9924.515625,9937.404296875,9657.791015625,9663.318359375,41185185761,9924.515625
2020-02-24,9650.1748046875,9951.74609375,9537.04296875,9921.5830078125,45080496648,9650.1748046875
2020-02-25,9341.705078125,9652.7373046875,9305.021484375,9651.3125,42515259129,9341.705078125
2020-02-26,8820.5224609375,9354.7783203125,8704.4267578125,9338.2900390625,50420050762,8820.5224609375
2020-02-27,8784.494140625,8932.892578125,8577.19921875,8825.09375,45470195695,8784.494140625
2020-02-28,8672.455078125,8890.4560546875,8492.9326171875,8788.728515625,44605450443,8672.455078125
2020-02-29,8599.5087890625,8775.6318359375,8599.5087890625,8671.212890625,35792392544,8599.5087890625
2020-03-01,8562.4541015625,8726.796875,8471.212890625,8599.7587890625,35349164300,8562.4541015625
2020-03-02,8869.669921875,8921.30859375,8532.630859375,8563.2646484375,42857674409,8869.669921875
2020-03-03,8787.7861328125,8901.5986328125,8704.990234375,8865.3876953125,42386715821,8787.7861328125
2020-03-04,8755.24609375,8843.3662109375,8712.431640625,8788.5419921875,34746706368,8755.24609375
2020-03-05,9078.7626953125,9142.0546875,8757.25390625,8760.28515625,39698054597,9078.7626953125
2020-03-06,9122.5458984375,9167.6953125,9032.0791015625,9078.30859375,40826885651,9122.5458984375
2020-03-07,8909.9541015625,9163.220703125,8890.744140625,9121.6005859375,36216930370,8909.9541015625
2020-03-08,8108.1162109375,8914.34375,8105.2529296875,8908.2060546875,39973102121,8108.1162109375
2020-03-09,7923.64453125,8177.79345703125,7690.09814453125,8111.146484375,46936995808,7923.64453125
2020-03-10,7909.7294921875,8136.9453125,7814.76318359375,7922.14697265625,42213940994,7909.7294921875
2020-03-11,7911.43017578125,7950.814453125,7642.8125,7910.08984375,38682762605,7911.43017578125
2020-03-12,4970.7880859375,7929.1162109375,4860.35400390625,7913.6162109375,53980357243,4970.7880859375
2020-03-13,5563.70703125,5838.11474609375,4106.98095703125,5017.8310546875,74156772075,5563.70703125
2020-03-14,5200.3662109375,5625.2265625,5125.0693359375,5573.07763671875,36154506008,5200.3662109375
2020-03-15,5392.31494140625,5836.64501953125,5169.283203125,5201.06689453125,33997889639,5392.31494140625
2020-03-16,5014.47998046875,5385.2294921875,4575.35791015625,5385.2294921875,45368026430,5014.47998046875
2020-03-17,5225.62939453125,5371.3486328125,4981.9091796875,5002.578125,38622642935,5225.62939453125
2020-03-18,5238.4384765625,5331.833984375,5069.3359375,5227.11376953125,37878801016,5238.4384765625
2020-03-19,6191.19287109375,6329.73583984375,5236.96875,5245.41650390625,51000731797,6191.19287109375
2020-03-20,6198.7783203125,6844.26171875,5865.78173828125,6191.65380859375,54442976103,6198.7783203125
2020-03-21,6185.06640625,6378.13525390625,5932.8232421875,6206.521484375,42494390880,6185.06640625
2020-03-22,5830.2548828125,6359.697265625,5823.7138671875,6185.55810546875,40099664740,5830.2548828125
2020-03-23,6416.31494140625,6443.9345703125,5785.00439453125,5831.37451171875,46491916000,6416.31494140625
2020-03-24,6734.8037109375,6789.02294921875,6411.06640625,6436.642578125,48221910672,6734.8037109375
2020-03-25,6681.06298828125,6892.51123046875,6536.92626953125,6738.716796875,44590107888,6681.06298828125
2020-03-26,6716.4404296875,6735.4638671875,6590.962890625,6675.1708984375,35319797642,6716.4404296875
2020-03-27,6469.79833984375,6793.83642578125,6466.70166015625,6719.38916015625,34585598367,6469.79833984375
2020-03-28,6242.19384765625,6467.5009765625,6117.837890625,6467.25390625,34885225901,6242.19384765625
2020-03-29,5922.04296875,6250.46728515625,5920.0859375,6245.62451171875,28373690931,5922.04296875
2020-03-30,6429.841796875,6517.19580078125,5903.234375,5925.53857421875,37101651525,6429.841796875
2020-03-31,6438.64453125,6504.51513671875,6374.162109375,6430.6064453125,32786468812,6438.64453125
2020-04-01,6606.7763671875,6612.57373046875,6202.37353515625,6437.3193359375,40346426266,6606.7763671875
2020-04-02,6793.62451171875,7088.24755859375,6595.91845703125,6606.7763671875,47660646124,6793.62451171875
2020-04-03,6733.38720703125,7003.220703125,6673.3359375,6797.396484375,38976504903,6733.38720703125
2020-04-04,6867.52734375,6878.95361328125,6696.48486328125,6738.3828125,33185988584,6867.52734375
2020-04-05,6791.12939453125,6883.4140625,6715.92919921875,6862.53759765625,29510409856,6791.12939453125
2020-04-06,7271.78125,7271.78125,6782.8896484375,6788.0498046875,46896904615,7271.78125
2020-04-07,7176.41455078125,7427.939453125,7136.71435546875,7273.64404296875,44243482668,7176.41455078125
2020-04-08,7334.0986328125,7356.2236328125,7153.3056640625,7179.283203125,37563249549,7334.0986328125
2020-04-09,7302.08935546875,7341.4482421875,7179.09423828125,7337.96630859375,34815139178,7302.08935546875
2020-04-10,6865.4931640625,7303.8154296875,6802.47509765625,7303.8154296875,43622840992,6865.4931640625
2020-04-11,6859.0830078125,6926.06982421875,6789.9208984375,6867.4404296875,31222085946,6859.0830078125
2020-04-12,6971.091796875,7119.947265625,6811.078125,6858.06787109375,35759567632,6971.091796875
2020-04-13,6845.03759765625,6965.61669921875,6668.259765625,6965.61669921875,38619308647,6845.03759765625
2020-04-14,6842.427734375,6958.55712890625,6793.8212890625,6843.28173828125,34110434052,6842.427734375
2020-04-15,6642.10986328125,6928.66455078125,6633.40283203125,6845.5615234375,32288311031,6642.10986328125
2020-04-16,7116.80419921875,7134.45068359375,6555.50439453125,6640.4541015625,46783242377,7116.80419921875
2020-04-17,7096.1845703125,7167.18310546875,7050.33203125,7116.552734375,32513423567,7096.1845703125
2020-04-18,7257.6650390625,7269.95654296875,7089.2470703125,7092.29150390625,32447188386,7257.6650390625
2020-04-19,7189.4248046875,7280.52197265625,7167.0546875,7260.92236328125,31311210215,7189.4248046875
2020-04-20,6881.95849609375,7240.29052734375,6835.5029296875,7186.87353515625,37747113936,6881.95849609375
2020-04-21,6880.3232421875,6934.5517578125,6834.4423828125,6879.7841796875,32589741511,6880.3232421875
2020-04-22,7117.20751953125,7145.86572265625,6867.78173828125,6879.4404296875,33249153866,7117.20751953125
2020-04-23,7429.724609375,7491.78515625,7081.5947265625,7121.30615234375,43500782316,7429.724609375
2020-04-24,7550.90087890625,7574.19580078125,7434.181640625,7434.181640625,34636526286,7550.90087890625
2020-04-25,7569.93603515625,7641.36376953125,7521.67236328125,7550.48291015625,32941541447,7569.93603515625
2020-04-26,7679.8671875,7700.59423828125,7561.40771484375,7570.13916015625,33070154491,7679.8671875
2020-04-27,7795.60107421875,7795.60107421875,7679.4189453125,7679.4189453125,36162144725,7795.60107421875
2020-04-28,7807.05859375,7814.52734375,7730.806640625,7796.97021484375,33187959921,7807.05859375
2020-04-29,8801.0380859375,8871.75390625,7786.04931640625,7806.71240234375,60201052203,8801.0380859375
2020-04-30,8658.5537109375,9440.650390625,8533.255859375,8797.669921875,66964629541,8658.5537109375
2020-05-01,8864.7666015625,9048.0234375,8667.763671875,8672.7822265625,44068389997,8864.7666015625
2020-05-02,8988.5966796875,9007.1875,8811.3662109375,8869.0576171875,40134388683,8988.5966796875
2020-05-03,8897.46875,9167.78125,8830.9716796875,8983.6142578125,47101785174,8897.46875
2020-05-04,8912.654296875,8956.90625,8645.0244140625,8895.7451171875,45718796276,8912.654296875
2020-05-05,9003.0703125,9062.4150390625,8856.8271484375,8912.83203125,43148462663,9003.0703125
2020-05-06,9268.76171875,9411.4677734375,8966.7060546875,9007.44140625,49371886931,9268.76171875
2020-05-07,9951.5185546875,9992.6640625,9138.322265625,9261.8955078125,61112700562,9951.5185546875
2020-05-08,9842.666015625,9996.7431640625,9767.1728515625,9936.162109375,51780748042,9842.666015625
2020-05-09,9593.896484375,9913.86328125,9580.64453125,9840.90625,46566121841,9593.896484375
2020-05-10,8756.4306640625,9595.5810546875,8395.107421875,9591.1689453125,63325279337,8756.4306640625
2020-05-11,8601.7958984375,9033.470703125,8374.3232421875,8755.53515625,57119858802,8601.7958984375
2020-05-12,8804.4775390625,8949.8984375,8569.6435546875,8610.3857421875,42142717533,8804.4775390625
2020-05-13,9269.9873046875,9317.87890625,8805.3876953125,8805.3876953125,45558144023,9269.9873046875
2020-05-14,9733.7216796875,9793.2685546875,9255.03515625,9271.3291015625,56426907637,9733.7216796875
2020-05-15,9328.197265625,9755.828125,9261.3984375,9734.291015625,48158802327,9328.197265625
2020-05-16,9377.013671875,9564.205078125,9260.6943359375,9333.240234375,36164766408,9377.013671875
2020-05-17,9670.7392578125,9823.001953125,9349.5458984375,9374.9296875,40084250663,9670.7392578125
2020-05-18,9726.5751953125,9906.0302734375,9570.359375,9675.6953125,41827139896,9726.5751953125
2020-05-19,9729.0380859375,9836.0478515625,9539.6240234375,9727.0634765625,39254288955,9729.0380859375
2020-05-20,9522.9814453125,9804.7939453125,9447.201171875,9725.3291015625,36546239703,9522.9814453125
2020-05-21,9081.76171875,9555.2421875,8869.9306640625,9522.740234375,39326160532,9081.76171875
2020-05-22,9182.5771484375,9232.9365234375,9008.638671875,9080.3349609375,29810773699,9182.5771484375
2020-05-23,9209.287109375,9302.501953125,9118.1083984375,9185.0625,27727866812,9209.287109375
2020-05-24,8790.3681640625,9288.404296875,8787.2509765625,9212.283203125,32518803300,8790.3681640625
2020-05-25,8906.9345703125,8951.005859375,8719.66796875,8786.107421875,31288157264,8906.9345703125
2020-05-26,8835.052734375,8991.9677734375,8757.2939453125,8909.5859375,29584186947,8835.052734375
2020-05-27,9181.017578125,9203.3203125,8834.1572265625,8837.380859375,32740536902,9181.017578125
2020-05-28,9525.7509765625,9546.3193359375,9148.45703125,9184.9453125,34367073114,9525.7509765625
2020-05-29,9439.1240234375,9573.6669921875,9379.3388671875,9528.35546875,32896642044,9439.1240234375
2020-05-30,9700.4140625,9704.0302734375,9366.7294921875,9438.9140625,32722975141,9700.4140625
2020-05-31,9461.05859375,9700.34375,9432.296875,9700.10546875,27773290299,9461.05859375
